Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0000556,root BCONC (mg/kg)_OBSOLETE,BCONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000555,BCONC - Measurement,Measurement,Standard method for the total Boron (B) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000559,"lint color (1-7,9)_OBSOLETE",LINTCL_E_1to7_9,NCGC germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000023,Lint color,Morphological,Coloration of mature fiber,,LINTCL,,Fiber,color,Standard for CottonGen,,CO_358:0000557,LINTCL - Estimation,Estimation,"Lint color descriptor code definition: 1=white, 2=cream, 3=brown, 4=green, 5=tan, 6=rust, 7=off white, 9=seg/off type",,,CO_358:0000558,lint color NCGC scale,Nominal,,,,,9= seg/off type,,,,,,,,,
,CO_358:0000561,seed BCONC (mg/kg)_OBSOLETE,BCONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000560,BCONC - Measurement,Measurement,Standard method for the total Boron (B) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000563,stem BCONC (mg/kg)_OBSOLETE,BCONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000562,BCONC - Measurement,Measurement,Standard method for the total Boron (B) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000566,lint color (1-5)_OBSOLETE,LINTCL_E_1to5,UZ germplasm evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000023,Lint color,Morphological,Coloration of mature fiber,,LINTCL,,Fiber,color,Standard for CottonGen,,CO_358:0000564,LINTCL - Estimation,Estimation,"Lint color. Code Definition: 1=white, 2=cream, 3=light brown, 4=brown, 5=green",,,CO_358:0000565,lint color UZ scale,Nominal,,,,,,,,,,,,,,
,CO_358:0000569,LY (g/boll)_OBSOLETE,LY_M_g_boll,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000025,Lint yield,Agronomic,"The mean production of the plots harvested, expressed in weight of lint of each plant/plot/area",,LY,,Fiber,yield,Standard for CottonGen,,CO_358:0000567,LY - Measurement,Measurement,Lint weight per boll in grams,,,CO_358:0000568,g/boll,Numerical,,0,,,,,,,,,,,,
,CO_358:0000571,leaf CACONC (mg/kg)_OBSOLETE,CACONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000570,CaConc - Measurement,Measurement,Standard method for the total Calcium (Ca) concentration measured in a given volume of leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000573,petiole CACONC (mg/kg)_OBSOLETE,CACONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000572,CACONC - Measurement,Measurement,Standard method for the total Calcium (Ca) concentration measured in a given volume of petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000575,root CACONC (mg/kg)_OBSOLETE,CACONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000574,CACONC - Measurement,Measurement,Standard method for the total Calcium (Ca) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000577,seed CACONC (mg/kg)_OBSOLETE,CACONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000576,CACONC - Measurement,Measurement,Standard method for the total Calcium (Ca) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000579,stem CACONC (mg/kg)_OBSOLETE,CACONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000006,Calcium concentration,Biochemical,The total Calcium (Ca) concentration measured in a given volume of a plant or a plant part or plant extract,,CACONC,,Plant,calcium concentration,Standard for CottonGen,,CO_358:0000578,CACONC - Measurement,Measurement,Standard method for the total Calcium (Ca) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000581,leaf CUCONC (mg/kg)_OBSOLETE,CUCONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000007,Copper concentration,Biochemical,The total Copper (Cu) concentration measured in a given volume of a plant or a plant part or plant extract,,CUCONC,,Plant,copper concentration,Standard for CottonGen,,CO_358:0000580,CuConc - Measurement,Measurement,Standard method for the total Copper (Cu) concentration measured in a given volume of leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000583,petiole CUCONC (mg/kg)_OBSOLETE,CUCONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000007,Copper concentration,Biochemical,The total Copper (Cu) concentration measured in a given volume of a plant or a plant part or plant extract,,CUCONC,,Plant,copper concentration,Standard for CottonGen,,CO_358:0000582,CUCONC - Measurement,Measurement,Standard method for the total Copper (Cu) concentration measured in a given volume of petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000585,root CUCONC (mg/kg)_OBSOLETE,CUCONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000007,Copper concentration,Biochemical,The total Copper (Cu) concentration measured in a given volume of a plant or a plant part or plant extract,,CUCONC,,Plant,copper concentration,Standard for CottonGen,,CO_358:0000584,CUCONC - Measurement,Measurement,Standard method for the total Copper (Cu) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000587,seed CUCONC (mg/kg)_OBSOLETE,CUCONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000007,Copper concentration,Biochemical,The total Copper (Cu) concentration measured in a given volume of a plant or a plant part or plant extract,,CUCONC,,Plant,copper concentration,Standard for CottonGen,,CO_358:0000586,CUCONC - Measurement,Measurement,Standard method for the total Copper (Cu) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000589,stem CUCONC (mg/kg)_OBSOLETE,CUCONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000007,Copper concentration,Biochemical,The total Copper (Cu) concentration measured in a given volume of a plant or a plant part or plant extract,,CUCONC,,Plant,copper concentration,Standard for CottonGen,,CO_358:0000588,CUCONC - Measurement,Measurement,Standard method for the total Copper (Cu) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000591,leaf FECONC (mg/kg)_OBSOLETE,FECONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000019,Iron concentration,Biochemical,The total Iron (Fe) ion concentration measured in a given volume of a plant or a plant part or plant extract,,FECONC,,Plant,Iron concentration,Standard for CottonGen,,CO_358:0000590,FeConc - Measurement,Measurement,Standard method for the total Iron (Fe) concentration measured in a given volume of leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000593,petiole FECONC (mg/kg)_OBSOLETE,FECONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000019,Iron concentration,Biochemical,The total Iron (Fe) ion concentration measured in a given volume of a plant or a plant part or plant extract,,FECONC,,Plant,Iron concentration,Standard for CottonGen,,CO_358:0000592,FECONC - Measurement,Measurement,Standard method for the total Iron (Fe) concentration measured in a given volume of petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000595,root FECONC (mg/kg)_OBSOLETE,FECONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000019,Iron concentration,Biochemical,The total Iron (Fe) ion concentration measured in a given volume of a plant or a plant part or plant extract,,FECONC,,Plant,Iron concentration,Standard for CottonGen,,CO_358:0000594,FECONC - Measurement,Measurement,Standard method for the total Iron (Fe) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000597,seed FECONC (mg/kg)_OBSOLETE,FECONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000019,Iron concentration,Biochemical,The total Iron (Fe) ion concentration measured in a given volume of a plant or a plant part or plant extract,,FECONC,,Plant,Iron concentration,Standard for CottonGen,,CO_358:0000596,FECONC - Measurement,Measurement,Standard method for the total Iron (Fe) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000599,stem FECONC (mg/kg)_OBSOLETE,FECONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000019,Iron concentration,Biochemical,The total Iron (Fe) ion concentration measured in a given volume of a plant or a plant part or plant extract,,FECONC,,Plant,Iron concentration,Standard for CottonGen,,CO_358:0000598,FECONC - Measurement,Measurement,Standard method for the total Iron (Fe) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000601,leaf KCONC (mg/kg)_OBSOLETE,KCONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000037,Potassium concentration,Biochemical,The total Potassium (K) concentration measured in a plant or a plant part or plant extract,,KCONC,,Plant,potassium concentration,Standard for CottonGen,,CO_358:0000600,KCONC - Measurement,Measurement,Standard method for the total Potassium (K) concentration measured in a plant leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000603,petiole KCONC (mg/kg)_OBSOLETE,KCONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000037,Potassium concentration,Biochemical,The total Potassium (K) concentration measured in a plant or a plant part or plant extract,,KCONC,,Plant,potassium concentration,Standard for CottonGen,,CO_358:0000602,KCONC - Measurement,Measurement,Standard method for the total Potassium (K) concentration measured in a plant petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000605,root KCONC (mg/kg)_OBSOLETE,KCONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000037,Potassium concentration,Biochemical,The total Potassium (K) concentration measured in a plant or a plant part or plant extract,,KCONC,,Plant,potassium concentration,Standard for CottonGen,,CO_358:0000604,KCONC - Measurement,Measurement,Standard method for the total Potassium (K) concentration measured in a plant root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000607,seed KCONC (mg/kg)_OBSOLETE,KCONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000037,Potassium concentration,Biochemical,The total Potassium (K) concentration measured in a plant or a plant part or plant extract,,KCONC,,Plant,potassium concentration,Standard for CottonGen,,CO_358:0000606,KCONC - Measurement,Measurement,Standard method for the total Potassium (K) concentration measured in a plant seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000609,stem KCONC (mg/kg)_OBSOLETE,KCONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000037,Potassium concentration,Biochemical,The total Potassium (K) concentration measured in a plant or a plant part or plant extract,,KCONC,,Plant,potassium concentration,Standard for CottonGen,,CO_358:0000608,KCONC - Measurement,Measurement,Standard method for the total Potassium (K) concentration measured in a plant stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000611,leaf MGCONC (mg/kg)_OBSOLETE,MGCONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000026,Magnesium concentration,Biochemical,The total magnesium (Mg) concentration measured in a given volume of a plant or a plant part or plant extract,,MGCONC,,Plant,magnesium concentration,Standard for CottonGen,,CO_358:0000610,MgConc - Measurement,Measurement,Standard method for the total magnesium (Mg) concentration measured in a given volume of leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000613,petiole MGCONC (mg/kg)_OBSOLETE,MGCONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000026,Magnesium concentration,Biochemical,The total magnesium (Mg) concentration measured in a given volume of a plant or a plant part or plant extract,,MGCONC,,Plant,magnesium concentration,Standard for CottonGen,,CO_358:0000612,MGCONC - Measurement,Measurement,Standard method for the total magnesium (Mg) concentration measured in a given volume of petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000615,root MGCONC (mg/kg)_OBSOLETE,MGCONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000026,Magnesium concentration,Biochemical,The total magnesium (Mg) concentration measured in a given volume of a plant or a plant part or plant extract,,MGCONC,,Plant,magnesium concentration,Standard for CottonGen,,CO_358:0000614,MGCONC - Measurement,Measurement,Standard method for the total magnesium (Mg) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000617,seed MGCONC (mg/kg)_OBSOLETE,MGCONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000026,Magnesium concentration,Biochemical,The total magnesium (Mg) concentration measured in a given volume of a plant or a plant part or plant extract,,MGCONC,,Plant,magnesium concentration,Standard for CottonGen,,CO_358:0000616,MGCONC - Measurement,Measurement,Standard method for the total magnesium (Mg) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000619,stem MGCONC (mg/kg)_OBSOLETE,MGCONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000026,Magnesium concentration,Biochemical,The total magnesium (Mg) concentration measured in a given volume of a plant or a plant part or plant extract,,MGCONC,,Plant,magnesium concentration,Standard for CottonGen,,CO_358:0000618,MGCONC - Measurement,Measurement,Standard method for the total magnesium (Mg) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000621,leaf MNCONC (mg/kg)_OBSOLETE,MNCONC_Lf_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000027,Manganese concentration,Biochemical,The total manganese (Mn) concentration measured in a given volume of a plant or a plant part or plant extract,,MNCONC,,Plant,manganese concentration,Standard for CottonGen,,CO_358:0000620,MnConc - Measurement,Measurement,Standard method for the total manganese (Mn) concentration measured in a given volume of leaf extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000623,petiole MNCONC (mg/kg)_OBSOLETE,MNCONC_petiole_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000027,Manganese concentration,Biochemical,The total manganese (Mn) concentration measured in a given volume of a plant or a plant part or plant extract,,MNCONC,,Plant,manganese concentration,Standard for CottonGen,,CO_358:0000622,MNCONC - Measurement,Measurement,Standard method for the total manganese (Mn) concentration measured in a given volume of petiole extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000625,root MNCONC (mg/kg)_OBSOLETE,MNCONC_Rt_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000027,Manganese concentration,Biochemical,The total manganese (Mn) concentration measured in a given volume of a plant or a plant part or plant extract,,MNCONC,,Plant,manganese concentration,Standard for CottonGen,,CO_358:0000624,MNCONC - Measurement,Measurement,Standard method for the total manganese (Mn) concentration measured in a given volume of root extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000627,seed MNCONC (mg/kg)_OBSOLETE,MNCONC_Sd_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000027,Manganese concentration,Biochemical,The total manganese (Mn) concentration measured in a given volume of a plant or a plant part or plant extract,,MNCONC,,Plant,manganese concentration,Standard for CottonGen,,CO_358:0000626,MNCONC - Measurement,Measurement,Standard method for the total manganese (Mn) concentration measured in a given volume of seed extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
,CO_358:0000629,stem MNCONC (mg/kg)_OBSOLETE,MNCONC_stem_M_mg_kg,QTL evaluation,,Obsolete,,CottonGen,Jing Yu,20-May-19,English,Cotton,CO_358:0000027,Manganese concentration,Biochemical,The total manganese (Mn) concentration measured in a given volume of a plant or a plant part or plant extract,,MNCONC,,Plant,manganese concentration,Standard for CottonGen,,CO_358:0000628,MNCONC - Measurement,Measurement,Standard method for the total manganese (Mn) concentration measured in a given volume of stem extract,,,CO_358:0000069,mg/kg,Numerical,3,0,,,,,,,,,,,,
